Battleground,Code,Faction,Class,KB,D,HK,DD,HD,Honor,Win,Lose,Rol,BE
SA,SA6,Horde,Death Knight,3,4,22,89195,39462,237,,1,dps,1
SA,SA6,Alliance,Shaman,5,1,71,111000,21765,732,1,,dps,1
SA,SA6,Horde,Death Knight,0,10,18,46444,38058,223,,1,dps,1
SA,SA6,Alliance,Mage,9,2,70,122000,14898,726,1,,dps,1
SA,SA6,Alliance,Rogue,1,1,35,68510,4446,661,1,,dps,1
SA,SA6,Horde,Druid,0,1,13,3161,27321,168,,1,heal,1
SA,SA6,Alliance,Hunter,6,3,55,52896,7776,706,1,,dps,1
SA,SA6,Horde,Shaman,0,7,20,30370,107000,235,,1,heal,1
SA,SA6,Alliance,Priest,3,1,64,64523,135000,1049,1,,heal,1
SA,SA6,Horde,Demon Hunter,3,9,25,69430,24870,242,,1,dps,1
SA,SA6,Horde,Mage,4,4,23,72376,7290,239,,1,dps,1
SA,SA6,Horde,Hunter,4,5,23,119000,7817,239,,1,dps,1
SA,SA6,Alliance,Shaman,12,1,59,188000,7732,700,1,,dps,1
SA,SA6,Alliance,Hunter,7,0,70,97494,8672,722,1,,dps,1
SA,SA6,Horde,Priest,1,4,20,8570,8597,235,,1,heal,1
SA,SA6,Alliance,Monk,4,3,71,26300,29905,726,1,,heal,1
SA,SA6,Alliance,Monk,7,2,70,64303,22698,727,1,,dps,1
SA,SA6,Horde,Priest,0,1,9,9378,46171,157,,1,heal,1
SA,SA6,Horde,Death Knight,1,8,21,26038,9593,222,,1,dps,1
SA,SA6,Horde,Warlock,1,4,20,36835,15934,231,,1,dps,1
SA,SA6,Alliance,Paladin,1,0,67,4599,67918,711,1,,heal,1
SA,SA6,Alliance,Druid,1,2,68,109000,9075,719,1,,dps,1
SA,SA6,Horde,Shaman,6,5,24,105000,25400,241,,1,dps,1
SA,SA6,Alliance,Warlock,9,1,55,77187,26581,707,1,,dps,1
SA,SA6,Alliance,Shaman,6,2,65,87135,10680,1066,1,,dps,1
SA,SA6,Horde,Priest,0,3,10,4914,97201,181,,1,heal,1
SA,SA7,Alliance,Druid,0,5,28,12704,144000,317,,1,heal,
SA,SA7,Horde,Druid,13,0,74,99853,45334,242,1,,dps,
SA,SA7,Alliance,Paladin,0,5,37,16542,140000,222,,1,heal,
SA,SA7,Horde,Paladin,5,5,66,70015,7905,229,1,,dps,
SA,SA7,Horde,Paladin,10,1,57,153000,46310,522,1,,dps,
SA,SA7,Alliance,Mage,8,8,37,111000,17085,333,,1,dps,
SA,SA7,Horde,Monk,6,5,62,76278,36461,524,1,,dps,
SA,SA7,Alliance,Druid,6,5,35,174000,49026,335,,1,dps,
SA,SA7,Alliance,Mage,3,5,29,106000,16826,314,,1,dps,
SA,SA7,Alliance,Warlock,3,3,31,91964,44403,316,,1,dps,
SA,SA7,Alliance,Shaman,2,9,29,109000,9702,324,,1,dps,
SA,SA7,Horde,Monk,2,5,66,97235,43108,381,1,,dps,
SA,SA7,Alliance,Warrior,2,4,36,125000,27690,337,,1,dps,
SA,SA7,Horde,Druid,0,2,65,18769,158000,231,1,,heal,
SA,SA7,Alliance,Paladin,0,5,36,3121,210000,346,,1,heal,
SA,SA7,Alliance,Paladin,7,1,19,121000,37003,165,,1,dps,
SA,SA7,Horde,Shaman,2,5,58,30469,163000,517,1,,heal,
SA,SA7,Horde,Paladin,1,4,73,18199,26255,543,1,,heal,
SA,SA7,Alliance,Shaman,3,7,30,67038,14546,325,,1,dps,
SA,SA7,Alliance,Hunter,1,5,30,51557,6610,325,,1,dps,
SA,SA7,Horde,Mage,8,3,68,117000,4511,382,1,,dps,
SA,SA7,Horde,Warlock,4,2,74,132000,48101,544,1,,dps,
SA,SA7,Horde,Priest,0,2,72,43871,135000,543,1,,heal,
SA,SA7,Horde,Hunter,6,2,72,111000,21021,540,1,,dps,
SA,SA7,Horde,Warlock,7,5,48,82794,25987,519,1,,dps,
SA,SA7,Alliance,Warrior,4,7,30,70396,16192,324,,1,dps,
SA,SA7,Horde,Mage,7,2,66,153000,17751,379,1,,dps,
SA,SA7,Alliance,Monk,2,5,30,54642,25826,330,,1,dps,
SA,SA7,Alliance,Rogue,3,6,33,46141,5835,324,,1,dps,
SA,SA7,Horde,Mage,5,2,50,79518,24327,523,1,,dps,
BG,BG38,Horde,Warrior,0,1,0,11917,2548,135,,1,dps,
BG,BG38,Alliance,Warlock,4,0,30,63901,14931,571,1,,dps,
BG,BG38,Alliance,Paladin,0,0,30,2148,85150,788,1,,heal,
BG,BG38,Horde,Warrior,0,3,0,17420,2489,115,,1,dps,
BG,BG38,Horde,Paladin,0,5,1,51881,15150,138,,1,dps,
BG,BG38,Horde,Shaman,0,7,1,8274,97489,137,,1,heal,
BG,BG38,Alliance,Shaman,10,0,40,118000,0,595,1,,dps,
BG,BG38,Alliance,Druid,0,2,25,1662,94881,550,1,,heal,
BG,BG38,Horde,Death Knight,1,4,3,61292,27234,143,,1,dps,
BG,BG38,Horde,Shaman,0,5,2,32555,10265,140,,1,dps,
BG,BG38,Alliance,Warlock,1,0,37,57450,14866,584,1,,dps,
BG,BG38,Alliance,Shaman,0,1,19,32664,1810,768,1,,dps,
BG,BG38,Horde,Priest,0,5,1,14578,186000,138,,1,heal,
BG,BG38,Horde,Death Knight,0,4,1,45225,11192,137,,1,dps,
BG,BG38,Horde,Monk,0,3,3,34715,28980,143,,1,dps,
BG,BG38,Horde,Death Knight,2,4,3,68694,14894,143,,1,dps,
BG,BG38,Alliance,Warlock,5,0,38,111000,11676,808,1,,dps,
BG,BG38,Alliance,Death Knight,6,0,40,105000,17535,589,1,,dps,
BG,BG38,Alliance,Paladin,1,0,40,41671,107000,595,1,,heal,
BG,BG38,Alliance,Warrior,12,0,25,55928,9661,773,1,,dps,
BG,BG39,Alliance,Warrior,5,2,11,45820,20796,255,,1,dps,
BG,BG39,Alliance,Mage,0,6,5,42267,14417,216,,1,dps,
BG,BG39,Horde,Death Knight,2,0,33,44795,20042,391,1,,dps,
BG,BG39,Alliance,Shaman,0,6,5,29484,14137,216,,1,dps,
BG,BG39,Alliance,Rogue,0,3,8,34064,19865,229,,1,dps,
BG,BG39,Alliance,Warlock,2,0,11,25909,15188,250,,1,dps,
BG,BG39,Alliance,Druid,0,8,4,930,69154,213,,1,heal,
BG,BG39,Alliance,Hunter,2,7,8,37303,10361,234,,1,dps,
BG,BG39,Horde,Shaman,1,1,34,13160,90178,393,1,,heal,
BG,BG39,Horde,Warlock,5,2,32,69133,20290,537,1,,dps,
BG,BG39,Horde,Mage,1,0,11,23884,4124,344,1,,dps,
BG,BG39,Horde,Rogue,7,3,33,58437,6232,540,1,,dps,
BG,BG39,Horde,Monk,0,2,28,3651,31800,531,1,,heal,
BG,BG39,Alliance,Priest,2,6,3,74685,27121,211,,1,dps,
BG,BG39,Horde,Shaman,2,3,29,42640,16128,529,1,,dps,
BG,BG39,Horde,Rogue,6,2,31,36387,11260,541,1,,dps,
BG,BG39,Horde,Priest,10,1,37,84966,21644,546,1,,dps,
BG,BG39,Horde,Priest,8,0,33,93391,16490,541,1,,dps,
BG,BG39,Alliance,Druid,0,2,5,865,9833,217,,1,heal,
BG,BG39,Alliance,Druid,3,3,11,31647,30464,248,,1,dps,
BG,BG40,Alliance,Druid,0,4,13,14,21189,241,,1,heal,
BG,BG40,Horde,Warrior,0,3,20,18969,1152,509,1,,dps,
BG,BG40,Horde,Death Knight,3,2,27,25744,8212,527,1,,dps,
BG,BG40,Alliance,Druid,1,4,9,16166,4473,227,,1,dps,
BG,BG40,Alliance,Paladin,2,3,14,27735,13819,249,,1,dps,
BG,BG40,Alliance,Demon Hunter,2,5,17,41613,11458,255,,1,dps,
BG,BG40,Horde,Mage,7,3,24,32252,15981,374,1,,dps,
BG,BG40,Horde,Warlock,8,2,32,60682,22269,545,1,,dps,
BG,BG40,Alliance,Hunter,0,2,6,10793,1739,188,,1,dps,
BG,BG40,Alliance,Hunter,1,5,14,32724,3497,243,,1,dps,
BG,BG40,Horde,Shaman,3,3,38,13089,132000,397,1,,heal,
BG,BG40,Horde,Rogue,7,2,32,33240,9253,533,1,,dps,
BG,BG40,Horde,Druid,4,0,41,47544,8860,409,1,,dps,
BG,BG40,Horde,Druid,6,1,36,40217,7360,541,1,,dps,
BG,BG40,Alliance,Shaman,3,5,14,39894,11058,242,,1,dps,
BG,BG40,Alliance,Warrior,2,3,6,25662,5805,222,,1,dps,
BG,BG40,Horde,Warlock,6,1,38,60360,24603,553,1,,dps,
BG,BG40,Alliance,Shaman,3,4,16,57858,5896,254,,1,dps,
BG,BG40,Horde,Warlock,0,1,12,8952,8040,343,1,,dps,
BG,BG40,Alliance,Demon Hunter,2,5,15,29027,11448,247,,1,dps,
BG,BG41,Alliance,Hunter,0,5,2,33176,8658,192,,1,dps,
BG,BG41,Alliance,Warrior,5,8,6,69126,23476,207,,1,dps,
BG,BG41,Horde,Warrior,4,1,43,40354,5310,413,1,,dps,
BG,BG41,Horde,Death Knight,8,0,37,84610,27439,549,1,,dps,
BG,BG41,Horde,Shaman,0,0,11,14609,35854,347,1,,heal,
BG,BG41,Alliance,Warrior,0,5,6,34986,4240,207,,1,dps,
BG,BG41,Alliance,Priest,0,8,5,20058,19740,190,,1,dps,
BG,BG41,Horde,Rogue,4,4,31,58767,12252,391,1,,dps,
BG,BG41,Alliance,Priest,0,7,2,12077,71972,192,,1,heal,
BG,BG41,Alliance,Rogue,0,1,6,13899,3671,207,,1,dps,
BG,BG41,Alliance,Warlock,0,7,4,71939,23184,199,,1,dps,
BG,BG41,Horde,Priest,1,0,43,32943,132000,412,1,,heal,
BG,BG41,Horde,Warrior,6,0,19,32993,13633,511,1,,dps,
BG,BG41,Alliance,Druid,0,6,2,35047,14185,192,,1,dps,
BG,BG41,Horde,Paladin,6,0,29,51702,10609,525,1,,dps,
BG,BG41,Horde,Mage,11,0,45,73707,9985,415,1,,dps,
BG,BG41,Alliance,Druid,1,2,5,6484,9176,204,,1,heal,
BG,BG41,Alliance,Warrior,0,5,3,12490,5660,197,,1,dps,
BG,BG41,Horde,Warrior,7,1,43,46532,10505,419,1,,dps,
BG,BG41,Horde,Paladin,0,0,26,48640,14522,530,1,,dps,
BG,BG42,Alliance,Shaman,1,0,5,14303,5399,834,1,,dps,1
BG,BG42,Horde,Shaman,3,4,4,30847,16759,199,,1,dps,1
BG,BG42,Alliance,Death Knight,12,1,56,149000,26698,1084,1,,dps,1
BG,BG42,Alliance,Warlock,18,0,57,152000,22352,1089,1,,dps,1
BG,BG42,Horde,Warrior,2,12,7,39212,5456,200,,1,dps,1
BG,BG42,Horde,Shaman,0,11,1,15465,101000,186,,1,heal,1
BG,BG42,Horde,Demon Hunter,1,4,3,31769,17941,196,,1,dps,1
BG,BG42,Alliance,Hunter,8,0,49,90389,3920,737,1,,dps,1
BG,BG42,Horde,Mage,1,5,5,61647,7549,194,,1,dps,1
BG,BG42,Alliance,Mage,4,1,55,68222,6983,742,1,,dps,1
BG,BG42,Alliance,Shaman,0,0,56,8293,172000,754,1,,heal,1
BG,BG42,Horde,Warrior,2,9,5,28573,6030,194,,1,dps,1
BG,BG42,Horde,Priest,0,2,0,35529,80757,152,,1,heal,1
BG,BG42,Alliance,Rogue,3,1,31,55062,8212,1033,1,,dps,1
BG,BG42,Alliance,Rogue,5,3,43,33594,9957,700,1,,dps,1
BG,BG42,Alliance,Mage,5,0,55,47337,1497,1079,1,,dps,1
BG,BG42,Horde,Mage,0,5,5,59232,29288,194,,1,dps,1
BG,BG42,Horde,Warrior,0,4,2,8688,1536,189,,1,dps,1
BG,BG42,Alliance,Paladin,5,3,42,47939,21364,1037,1,,dps,1
BG,BG42,Horde,Druid,0,4,7,262,63689,200,,1,heal,1
DG,DG7,Alliance,Paladin,0,6,14,1301,32519,360,,1,heal,
DG,DG7,Alliance,Druid,2,2,25,92459,23224,389,,1,dps,
DG,DG7,Horde,Priest,4,2,45,33649,108000,436,1,,heal,
DG,DG7,Horde,Hunter,2,1,48,46983,5533,437,1,,dps,
DG,DG7,Alliance,Death Knight,4,2,25,89854,45154,389,,1,dps,
DG,DG7,Horde,Warrior,9,2,47,115000,25790,426,1,,dps,
DG,DG7,Alliance,Demon Hunter,1,8,18,69992,14492,366,,1,dps,
DG,DG7,Horde,Hunter,5,4,34,42936,10297,415,1,,dps,
DG,DG7,Horde,Paladin,7,3,34,76520,25227,409,1,,dps,
DG,DG7,Alliance,Paladin,3,3,19,79551,30500,373,,1,dps,
DG,DG7,Alliance,Rogue,2,1,15,40493,11818,372,,1,dps,
DG,DG7,Horde,Monk,1,2,46,3659,103000,575,1,,heal,
DG,DG7,Alliance,Warlock,2,3,24,49550,21463,393,,1,dps,
DG,DG7,Horde,Shaman,0,2,17,6264,26442,329,1,,heal,
DG,DG7,Horde,Rogue,4,5,29,51832,5118,544,1,,dps,
DG,DG7,Horde,Priest,3,0,36,42997,19836,382,1,,dps,
DG,DG7,Horde,Mage,3,3,42,44988,6049,568,1,,dps,
DG,DG7,Alliance,Paladin,2,6,16,43382,4365,368,,1,dps,
DG,DG7,Alliance,Monk,0,4,11,1649,50125,352,,1,heal,
DG,DG7,Horde,Death Knight,2,1,40,28758,32037,574,1,,dps,
DG,DG7,Alliance,Paladin,2,7,23,52263,16942,388,,1,dps,
DG,DG7,Alliance,Hunter,1,5,20,34691,10242,377,,1,dps,
DG,DG7,Alliance,Warlock,2,2,26,165000,50531,397,,1,dps,
DG,DG7,Horde,Warlock,6,3,41,56943,35698,572,1,,dps,
DG,DG7,Alliance,Warrior,7,3,20,60589,15457,381,,1,dps,
DG,DG7,Horde,Priest,0,0,40,5329,69404,418,1,,heal,
DG,DG7,Horde,Monk,2,0,46,4581,159000,576,1,,heal,
DG,DG7,Horde,Shaman,9,3,33,91020,23466,418,1,,dps,
DG,DG7,Alliance,Priest,0,4,18,27453,45385,372,,1,heal,
DG,DG7,Alliance,Rogue,5,1,20,47645,6252,372,,1,dps,
DG,DG8,Horde,Warlock,1,5,14,57443,28676,170,,1,dps,1
DG,DG8,Horde,Mage,3,4,10,12191,14884,61,,1,dps,1
DG,DG8,Alliance,Mage,4,3,37,69611,9949,695,1,,dps,1
DG,DG8,Alliance,Shaman,4,1,48,42778,4660,728,1,,dps,1
DG,DG8,Alliance,Priest,0,0,52,24124,153000,1068,1,,heal,1
DG,DG8,Alliance,Paladin,5,0,49,150000,30278,1068,1,,dps,1
DG,DG8,Horde,Warrior,0,1,15,18900,2895,174,,1,dps,1
DG,DG8,Horde,Paladin,3,3,9,43070,19440,164,,1,dps,1
DG,DG8,Horde,Paladin,0,3,20,22317,140000,178,,1,heal,1
DG,DG8,Alliance,Priest,1,2,49,4763,198000,1064,1,,heal,1
DG,DG8,Horde,Shaman,1,5,16,25056,137000,171,,1,heal,1
DG,DG8,Horde,Priest,0,5,18,18668,72885,67,,1,heal,1
DG,DG8,Alliance,Warrior,9,1,47,54519,17024,1057,1,,dps,1
DG,DG8,Horde,Warrior,3,6,16,39579,14599,174,,1,dps,1
DG,DG8,Alliance,Death Knight,5,0,51,39397,5143,743,1,,dps,1
DG,DG8,Alliance,Mage,2,2,50,76564,4179,1072,1,,dps,1
DG,DG8,Horde,Mage,1,3,15,29884,5894,172,,1,dps,1
DG,DG8,Alliance,Mage,2,2,38,64478,13138,1034,1,,dps,1
DG,DG8,Horde,Demon Hunter,3,3,17,76649,21046,187,,1,dps,1
DG,DG8,Alliance,Mage,7,1,52,89109,6004,1073,1,,dps,1
DG,DG8,Alliance,Druid,2,3,31,66718,4707,681,1,,dps,1
DG,DG8,Horde,Death Knight,2,4,18,75755,17614,174,,1,dps,1
DG,DG8,Alliance,Warrior,5,4,49,78569,16698,721,1,,dps,1
DG,DG8,Alliance,Warrior,5,3,34,29727,3713,1029,1,,dps,1
DG,DG8,Alliance,Druid,0,1,39,955,60178,367,1,,heal,1
DG,DG8,Alliance,Hunter,5,1,47,93622,5811,724,1,,dps,1
DG,DG8,Horde,Druid,2,3,20,58851,19152,178,,1,dps,1
DG,DG8,Horde,Shaman,3,4,19,60023,2795,177,,1,dps,1
DG,DG8,Horde,Demon Hunter,0,3,21,66294,18595,180,,1,dps,1
DG,DG8,Horde,Death Knight,0,6,7,47352,17459,164,,1,dps,1
ES,ES18,Alliance,Hunter,4,4,46,92363,11015,680,1,,dps,
ES,ES18,Alliance,Warrior,11,6,45,87688,26122,910,1,,dps,
ES,ES18,Horde,Death Knight,7,3,38,55830,22352,321,,1,dps,
ES,ES18,Horde,Druid,2,2,11,33564,8594,204,,1,dps,
ES,ES18,Alliance,Death Knight,9,1,42,91504,23342,927,1,,dps,
ES,ES18,Horde,Druid,1,4,35,57012,37525,332,,1,dps,
ES,ES18,Alliance,Priest,0,4,40,2846,135000,911,1,,heal,
ES,ES18,Alliance,Rogue,6,4,45,36044,9470,897,1,,dps,
ES,ES18,Alliance,Death Knight,3,4,35,67142,46404,899,1,,dps,
ES,ES18,Alliance,Druid,0,5,51,25910,35991,926,1,,heal,
ES,ES18,Horde,Warlock,3,2,46,96845,16413,330,,1,dps,
ES,ES18,Horde,Shaman,1,5,28,25122,124000,312,,1,heal,
ES,ES18,Horde,Warrior,2,2,13,27231,5707,202,,1,dps,
ES,ES18,Alliance,Demon Hunter,5,2,45,66497,20950,927,1,,dps,
ES,ES18,Alliance,Priest,0,3,46,11801,139000,923,1,,heal,
ES,ES18,Horde,Priest,0,6,50,18543,84249,345,,1,heal,
ES,ES18,Alliance,Warlock,3,3,44,40570,31402,933,1,,dps,
ES,ES18,Alliance,Death Knight,7,7,50,125000,32378,925,1,,dps,
ES,ES18,Horde,Rogue,1,5,41,33844,3404,328,,1,dps,
ES,ES18,Alliance,Hunter,2,3,40,40710,9585,924,1,,dps,
ES,ES18,Horde,Mage,4,2,15,21259,8482,214,,1,dps,
ES,ES18,Horde,Mage,5,6,32,71283,28731,309,,1,dps,
ES,ES18,Horde,Priest,4,4,40,78060,26557,327,,1,dps,
ES,ES18,Horde,Warrior,11,4,43,115000,37006,336,,1,dps,
ES,ES18,Horde,Priest,1,5,31,16039,77040,315,,1,heal,
ES,ES18,Horde,Rogue,4,6,38,58690,11181,332,,1,dps,
ES,ES18,Alliance,Monk,4,7,39,71170,8805,903,1,,dps,
ES,ES18,Alliance,Warrior,7,3,42,66795,17809,909,1,,dps,
ES,ES18,Alliance,Warlock,5,5,38,86945,33977,906,1,,dps,
ES,ES18,Horde,Death Knight,4,4,35,58609,30663,321,,1,dps,
SS,SS6,Horde,Paladin,3,2,19,47185,18195,245,,1,dps,
SS,SS6,Horde,Death Knight,3,2,18,50542,74320,241,,1,dps,
SS,SS6,Alliance,Priest,1,3,16,16626,15873,752,1,,dps,
SS,SS6,Horde,Monk,1,2,19,1269,81627,242,,1,heal,
SS,SS6,Alliance,Priest,0,1,24,6701,83113,774,1,,heal,
SS,SS6,Alliance,Death Knight,2,1,23,59800,11925,996,1,,dps,
SS,SS6,Horde,Shaman,0,2,7,10604,25325,159,,1,heal,
SS,SS6,Alliance,Warlock,5,3,21,56444,24127,543,1,,dps,
SS,SS6,Horde,Rogue,3,2,20,58668,13537,245,,1,dps,
SS,SS6,Alliance,Paladin,4,4,20,58033,20046,762,1,,dps,
SS,SS6,Alliance,Death Knight,2,3,20,55706,17048,761,1,,dps,
SS,SS6,Horde,Paladin,2,1,21,13828,14789,248,,1,heal,
SS,SS6,Alliance,Warrior,4,1,22,27808,9720,541,1,,dps,
SS,SS6,Horde,Monk,1,3,16,27662,9254,238,,1,dps,
SS,SS6,Horde,Demon Hunter,1,4,12,33853,6953,228,,1,dps,
SS,SS6,Alliance,Shaman,2,3,14,44074,22997,516,1,,dps,
SS,SS6,Alliance,Paladin,0,1,17,52165,9684,529,1,,dps,
SS,SS6,Alliance,Priest,3,3,22,40583,4929,768,1,,dps,
SS,SS6,Horde,Shaman,5,4,16,47112,21966,235,,1,dps,
SS,SS6,Horde,Death Knight,3,1,21,39123,17104,248,,1,dps,
SS,SS7,Horde,Hunter,1,3,9,96410,13657,247,,1,dps,
SS,SS7,Alliance,Priest,7,0,40,120000,33861,1020,1,,dps,
SS,SS7,Alliance,Priest,9,0,43,88729,31080,1035,1,,dps,
SS,SS7,Alliance,Priest,1,1,36,6531,93102,1010,1,,heal,
SS,SS7,Alliance,Druid,1,3,31,30194,28582,770,1,,dps,
SS,SS7,Alliance,Warrior,7,1,38,50707,11206,1014,1,,dps,
SS,SS7,Horde,Shaman,1,5,11,13655,77257,253,,1,heal,
SS,SS7,Alliance,Warlock,2,4,30,58107,48831,769,1,,dps,
SS,SS7,Horde,Priest,0,1,10,2588,80074,250,,1,heal,
SS,SS7,Horde,Priest,3,3,13,103000,20079,252,,1,dps,
SS,SS7,Horde,Shaman,0,2,4,18380,2779,137,,1,dps,
SS,SS7,Alliance,Druid,5,1,42,77114,20293,1025,1,,dps,
SS,SS7,Horde,Demon Hunter,2,5,9,66520,12583,248,,1,dps,
SS,SS7,Horde,Warlock,2,5,6,70324,27286,240,,1,dps,
SS,SS7,Alliance,Hunter,1,2,35,39316,3834,1013,1,,dps,
SS,SS7,Alliance,Warrior,9,2,42,58599,4890,808,1,,dps,
SS,SS7,Horde,Priest,0,8,8,40713,24839,246,,1,dps,
SS,SS7,Horde,Druid,0,5,5,28258,35560,238,,1,heal,
SS,SS7,Horde,Druid,5,4,9,80759,14141,247,,1,dps,
SS,SS7,Alliance,Monk,1,0,39,2565,170000,1017,1,,heal,
SS,SS8,Horde,Paladin,1,5,13,8375,99774,371,,1,heal,
SS,SS8,Horde,Mage,4,2,24,78785,16130,395,,1,dps,
SS,SS8,Alliance,Rogue,3,4,32,70267,10144,803,1,,dps,
SS,SS8,Alliance,Death Knight,8,4,30,70889,26487,1022,1,,dps,
SS,SS8,Horde,Paladin,0,6,19,52220,21897,383,,1,dps,
SS,SS8,Horde,Druid,2,3,21,74775,29189,388,,1,dps,
SS,SS8,Alliance,Druid,1,1,34,13954,208000,1039,1,,heal,
SS,SS8,Alliance,Mage,6,4,27,69413,22892,793,1,,dps,
SS,SS8,Alliance,Priest,2,1,26,24010,91626,787,1,,heal,
SS,SS8,Horde,Paladin,4,4,25,81299,25477,397,,1,dps,
SS,SS8,Horde,Demon Hunter,4,2,21,75936,15317,388,,1,dps,
SS,SS8,Horde,Shaman,0,7,21,25427,105000,389,,1,heal,
SS,SS8,Horde,Hunter,3,4,25,51027,9462,397,,1,dps,
SS,SS8,Horde,Priest,2,6,13,115000,19603,372,,1,dps,
SS,SS8,Alliance,Hunter,4,3,20,69465,8561,990,1,,dps,
SS,SS8,Alliance,Mage,3,4,27,47178,9378,1014,1,,dps,
SS,SS8,Alliance,Mage,3,4,22,30211,3222,994,1,,dps,
SS,SS8,Alliance,Death Knight,8,2,32,105000,33720,803,1,,dps,
SS,SS8,Horde,Hunter,4,3,25,38208,8013,397,,1,dps,
SS,SS8,Alliance,Druid,3,2,31,59346,14084,803,1,,dps,
TK,TK33,Alliance,Paladin,0,4,7,7611,5743,233,,1,dps,
TK,TK33,Alliance,Warrior,0,7,5,50091,1398,227,,1,dps,
TK,TK33,Horde,Monk,0,0,34,1554,127000,518,1,,heal,
TK,TK33,Horde,Priest,1,0,34,36620,119000,518,1,,heal,
TK,TK33,Horde,Shaman,3,0,34,131000,3362,368,1,,dps,
TK,TK33,Horde,Shaman,1,1,31,15474,74199,512,1,,heal,
TK,TK33,Alliance,Paladin,2,3,6,38758,8862,230,,1,dps,
TK,TK33,Alliance,Druid,0,1,7,0,97298,230,,1,heal,
TK,TK33,Alliance,Paladin,0,4,6,31703,23663,230,,1,dps,
TK,TK33,Alliance,Priest,0,0,6,37361,71316,231,,1,heal,
TK,TK33,Alliance,Priest,2,3,5,157000,21982,229,,1,dps,
TK,TK33,Horde,Priest,15,1,32,103000,15377,514,1,,dps,
TK,TK33,Horde,Mage,2,0,34,89327,6970,518,1,,dps,
TK,TK33,Alliance,Monk,1,4,7,28943,25171,233,,1,dps,
TK,TK33,Horde,Rogue,1,2,33,35745,9200,516,1,,dps,
TK,TK33,Alliance,Mage,1,6,6,44724,12841,230,,1,dps,
TK,TK33,Horde,Warrior,5,1,30,40888,3933,510,1,,dps,
TK,TK33,Horde,Druid,2,2,30,27564,8466,510,1,,dps,
TK,TK33,Alliance,Shaman,1,3,3,5175,54224,193,,1,heal,
TK,TK33,Horde,Warrior,2,0,34,32325,5893,518,1,,dps,
TK,TK34,Alliance,Druid,0,4,20,37452,34708,255,,1,dps,
TK,TK34,Horde,Hunter,4,0,43,153000,6715,541,1,,dps,
TK,TK34,Alliance,Rogue,2,1,26,27207,2647,379,,1,dps,
TK,TK34,Alliance,Monk,0,2,26,4657,209000,379,,1,heal,
TK,TK34,Alliance,Rogue,3,5,23,100000,12499,372,,1,dps,
TK,TK34,Horde,Shaman,1,3,41,29498,160000,387,1,,heal,
TK,TK34,Horde,Mage,6,1,43,111000,11156,541,1,,dps,
TK,TK34,Alliance,Warlock,8,4,26,90267,39885,379,,1,dps,
TK,TK34,Alliance,Druid,6,5,22,110000,14997,367,,1,dps,
TK,TK34,Alliance,Warrior,0,5,24,26646,42153,373,,1,dps,
TK,TK34,Horde,Priest,1,5,38,37001,99769,381,1,,heal,
TK,TK34,Horde,Warrior,4,1,43,113000,38077,391,1,,dps,
TK,TK34,Alliance,Warrior,4,7,20,50723,1533,364,,1,dps,
TK,TK34,Horde,Death Knight,3,3,35,104000,24877,525,1,,dps,
TK,TK34,Horde,Warlock,2,6,34,48301,30790,523,1,,dps,
TK,TK34,Horde,Mage,4,0,35,69845,8525,487,1,,dps,
TK,TK34,Alliance,Druid,0,3,25,898,242000,377,,1,heal,
TK,TK34,Horde,Mage,13,4,36,99191,10380,527,1,,dps,
TK,TK34,Alliance,Warrior,3,7,19,105000,20603,362,,1,dps,
TK,TK34,Horde,Paladin,4,2,39,128000,30625,533,1,,dps,
TK,TK35,Alliance,Warlock,10,2,48,84576,29988,586,1,,dps,
TK,TK35,Alliance,Priest,8,0,50,109000,19839,590,1,,dps,
TK,TK35,Alliance,Druid,0,1,50,3738,143000,590,1,,heal,
TK,TK35,Alliance,Warrior,7,3,47,40081,6069,583,1,,dps,
TK,TK35,Horde,Rogue,0,7,15,30002,10648,200,,1,dps,
TK,TK35,Horde,Shaman,0,5,19,18937,100000,208,,1,heal,
TK,TK35,Alliance,Monk,1,3,45,2573,85092,575,1,,heal,
TK,TK35,Alliance,Hunter,3,2,46,55281,2831,581,1,,dps,
TK,TK35,Alliance,Warrior,1,5,35,42471,5694,782,1,,dps,
TK,TK35,Horde,Mage,4,1,22,61820,25728,214,,1,dps,
TK,TK35,Horde,Shaman,2,8,16,32711,9954,202,,1,dps,
TK,TK35,Horde,Shaman,1,4,20,37479,6396,210,,1,dps,
TK,TK35,Horde,Warrior,3,5,20,54201,9354,210,,1,dps,
TK,TK35,Horde,Monk,1,4,18,3490,43846,206,,1,heal,
TK,TK35,Alliance,Hunter,6,2,41,41153,13044,564,1,,dps,
TK,TK35,Horde,Mage,3,5,17,80002,23565,204,,1,dps,
TK,TK35,Alliance,Druid,8,0,50,102000,23841,590,1,,dps,
TK,TK35,Horde,Death Knight,6,5,20,119000,23228,210,,1,dps,
TK,TK35,Alliance,Druid,4,4,46,45510,10073,804,1,,dps,
TK,TK35,Horde,Shaman,1,6,18,41611,16393,206,,1,dps,
TK,TK36,Alliance,Shaman,6,4,24,52695,25345,292,,1,dps,
TK,TK36,Horde,Druid,0,4,27,28108,20113,362,1,,dps,
TK,TK36,Horde,Hunter,4,2,32,71977,1514,522,1,,dps,
TK,TK36,Alliance,Druid,0,4,20,27415,12355,279,,1,dps,
TK,TK36,Horde,Mage,3,3,33,50517,13317,374,1,,dps,
